"R0000100","R0536300","R0536401","R0536402","R0536600","R1201300","R1204500","R1235800","R1302400","R1302500","R1302600","R1302700","R1482600","R2516200","R3828100","R5342000","R7085900","S1527400","S3592800","S4967700","S6707500","S8680100","T1100000","T3177200","T4588300","T6221600","T7718800","T9119400","U1110900"
5408,1,12,1981,15,1,68500,1,12,20,12,20,4,17,17,19,20,21,22,23,23,24,25,27,27,28,29,31,34
5409,1,12,1982,14,1,68500,1,12,20,12,20,4,16,16,18,19,20,21,22,22,23,24,26,26,28,28,31,32
5410,2,11,1984,12,1,68500,1,12,20,12,20,4,14,15,16,17,18,19,20,21,22,22,23,25,26,27,29,31
5411,2,9,1982,14,1,77550,1,12,13,12,13,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
5412,2,10,1982,14,1,50213,1,14,14,14,14,4,16,17,18,19,20,21,22,23,24,25,26,27,28,-5,-5,-5
5413,2,1,1982,15,1,-3,1,20,16,20,16,4,17,17,18,20,20,21,22,23,24,25,26,27,28,29,31,33
5414,2,7,1981,15,1,33250,1,12,12,12,12,4,17,18,19,20,21,22,23,24,25,26,27,-5,-5,-5,-5,-5
5415,1,4,1983,13,1,33250,1,12,12,12,12,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5416,2,1,1984,13,1,-3,1,12,12,12,12,4,15,15,16,17,18,19,20,21,22,23,24,25,26,27,30,31
5417,1,5,1980,17,1,38616,1,16,12,16,12,3,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
5418,2,6,1981,15,1,49894,1,12,12,14,12,4,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,35
5419,2,12,1981,15,1,34047,1,10,11,10,11,4,16,18,19,19,21,22,23,23,25,25,26,27,28,29,32,34
5420,1,10,1981,15,1,33000,1,12,16,12,-4,4,17,17,19,20,21,22,23,24,25,26,26,28,29,30,-5,-5
5421,2,2,1982,15,1,38100,1,12,14,12,14,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
5422,2,9,1983,13,1,38100,1,12,14,12,14,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5423,1,10,1981,15,1,58000,1,11,8,11,8,2,17,18,19,20,21,22,23,24,25,-5,27,28,29,30,32,34
5424,2,11,1983,13,1,58000,1,11,8,11,8,2,14,15,17,17,19,19,-5,22,23,24,25,26,27,28,29,32
5425,2,12,1980,16,1,27000,1,9,12,-4,12,4,17,18,20,20,22,22,23,24,26,26,27,28,29,30,32,34
5426,1,10,1984,12,1,27000,1,9,12,-4,12,4,14,15,16,17,18,19,20,21,-5,23,24,25,26,26,29,31
5427,1,9,1981,15,1,50000,1,12,12,12,12,4,17,18,19,20,21,22,23,-5,25,-5,-5,-5,-5,-5,32,34
5428,1,12,1984,12,1,50000,1,12,12,12,12,4,13,14,15,16,18,19,20,21,22,22,23,24,25,26,28,30
5429,1,5,1981,15,1,54942,1,-4,-4,19,18,4,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
5430,2,9,1983,13,1,54942,1,-4,-4,19,18,4,15,16,17,18,19,20,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5431,1,11,1983,13,1,64400,1,12,12,12,12,4,14,15,17,18,19,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5432,2,9,1983,13,1,35000,1,12,12,12,12,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5433,1,8,1981,15,1,51000,1,14,12,14,12,4,17,18,19,20,21,22,-5,-5,25,26,27,28,29,30,32,34
5434,1,4,1981,16,1,-3,1,12,12,12,12,4,17,18,19,20,21,22,-5,24,25,26,27,28,29,30,32,34
5435,1,7,1982,14,-4,25000,1,11,11,11,11,4,-5,-5,18,19,20,21,22,23,24,25,26,27,28,29,31,33
5436,1,3,1982,14,1,11242,1,11,9,11,9,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
5437,1,3,1984,12,1,11242,1,11,9,11,9,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
5438,1,6,1983,13,1,27304,1,12,12,11,12,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5439,1,5,1980,16,1,120000,1,16,12,16,12,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
5440,1,7,1984,12,1,72000,1,16,17,16,17,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,-5,31
5441,1,8,1980,16,1,78200,1,12,12,12,12,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
5442,1,12,1984,12,1,78200,1,12,12,12,12,4,13,15,16,16,18,18,20,21,22,22,23,25,25,26,29,31
5443,1,7,1982,15,1,46000,1,12,12,12,12,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
5444,2,3,1983,14,1,46000,1,12,12,12,12,4,15,16,17,18,19,20,22,22,23,24,25,26,27,28,30,32
5445,1,6,1981,15,1,87000,1,12,14,12,14,3,17,18,19,20,21,22,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5446,2,7,1983,13,1,87000,1,12,14,12,14,3,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5447,1,3,1984,13,1,35000,1,11,12,11,12,4,14,15,16,17,18,19,21,21,22,23,24,25,26,27,-5,-5
5448,2,5,1982,15,1,-3,1,9,-3,9,12,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
5449,1,5,1983,14,1,-3,1,12,12,12,12,4,15,16,17,18,20,20,21,22,23,24,25,26,27,28,30,32
5450,1,2,1981,16,1,-3,1,12,12,12,12,4,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
5451,2,10,1980,16,1,28750,1,12,12,12,12,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
5452,2,10,1983,13,1,28750,1,12,12,12,12,4,15,16,17,18,19,20,21,22,23,24,25,25,27,28,30,32
5453,1,9,1984,12,1,22500,1,12,12,-4,12,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
5454,2,9,1983,13,-4,-4,1,12,12,12,12,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,-5,32
5455,1,9,1980,16,1,38000,1,9,-4,9,-4,2,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
5456,2,4,1982,14,-4,-4,1,9,-4,9,-4,2,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,34
5457,2,1,1984,13,1,58800,1,4,12,4,12,4,15,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
5458,1,7,1984,12,1,58800,1,4,12,4,12,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
5459,1,8,1982,14,1,47000,1,9,12,11,12,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
5460,2,7,1983,13,1,50200,1,11,12,11,12,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5461,1,10,1982,14,1,16800,1,-4,12,-4,12,2,16,17,18,19,20,21,22,23,24,25,26,26,28,29,31,33
5462,1,8,1984,12,-4,-4,1,11,12,-4,12,4,14,15,16,17,18,19,-5,-5,22,23,24,25,26,27,29,31
5463,2,3,1983,15,-4,-4,1,12,12,12,12,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5464,1,2,1981,16,1,40000,1,12,14,12,14,4,17,18,19,20,21,22,23,24,25,26,27,-5,-5,-5,-5,-5
5465,2,7,1980,16,1,7250,1,11,8,11,-4,3,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
5466,2,2,1981,15,1,7250,1,11,8,11,-4,3,17,18,-5,20,21,22,23,24,25,26,27,28,29,30,32,34
5467,2,8,1983,13,1,7250,1,11,8,11,-4,3,-5,-5,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5468,2,10,1980,16,1,-3,1,15,13,15,13,4,18,19,20,21,22,23,24,25,26,27,28,28,30,30,33,35
5469,2,8,1982,14,1,-3,1,15,13,15,13,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
5470,2,9,1982,14,1,-3,1,12,12,12,12,4,16,17,18,19,20,-5,22,-5,24,25,-5,27,28,-5,31,33
5471,1,9,1981,15,1,30000,1,-4,12,-4,12,2,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
5472,2,12,1982,14,1,30000,1,-4,12,-4,12,2,15,16,17,18,20,20,21,22,23,24,25,26,27,28,30,32
5473,2,3,1981,15,1,62000,1,12,12,12,12,4,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
5474,1,7,1983,13,1,17500,1,17,17,17,17,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5475,2,9,1984,12,1,104000,1,16,16,16,16,4,14,15,16,17,18,19,20,-5,-5,23,-5,-5,-5,-5,-5,31
5476,2,6,1982,14,1,25000,1,-4,12,-4,12,4,16,17,18,19,20,21,23,-5,-5,-5,-5,27,28,29,31,-5
5477,2,6,1984,12,1,25000,1,-4,12,-4,12,4,14,15,16,17,18,19,-5,-5,-5,-5,-5,25,26,27,-5,-5
5478,2,5,1983,13,1,83000,1,14,14,14,14,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5479,2,9,1980,16,1,27116,1,8,12,8,12,4,18,-5,20,21,22,23,24,25,26,27,28,28,30,31,33,35
5480,2,5,1984,12,1,57261,1,12,14,12,14,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
5481,1,7,1980,16,1,36000,1,12,14,12,14,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
5482,2,7,1982,14,1,36000,1,12,14,12,14,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
5483,1,12,1984,12,1,36000,1,12,14,12,14,4,13,15,16,16,18,18,19,21,21,22,23,24,25,26,28,30
5484,1,12,1980,16,1,78000,1,15,12,15,12,4,18,19,20,21,21,23,24,24,26,26,27,29,30,30,33,34
5485,2,3,1983,14,-4,-4,1,13,12,13,12,4,-5,-5,18,18,19,20,21,23,23,24,25,26,27,28,30,32
5486,1,8,1984,12,1,40000,1,12,12,12,12,4,14,15,16,17,18,19,-5,21,22,23,-5,25,26,27,-5,-5
5487,2,9,1980,16,1,48000,1,12,12,-4,-4,4,18,-5,-5,-5,-5,-5,24,25,26,27,28,29,30,31,33,35
5488,1,4,1983,13,1,40000,1,12,10,12,10,4,15,16,17,18,19,20,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5489,2,8,1984,12,1,40000,1,12,10,12,10,4,14,15,16,17,18,19,20,21,22,23,-5,-5,-5,-5,29,31
5490,2,5,1984,13,1,54040,1,14,12,14,12,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
5491,1,9,1982,14,1,-3,1,11,12,11,-4,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,-5,-5
5492,1,5,1980,16,1,40000,1,15,12,15,12,4,18,19,20,21,-5,-5,-5,25,26,27,28,29,30,31,33,-5
5493,2,9,1981,15,1,11500,1,12,12,12,-4,4,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
5494,1,1,1983,14,1,11500,1,12,12,12,-4,4,16,17,17,19,19,20,21,22,23,24,26,27,28,29,31,-5
5495,2,7,1982,15,1,53200,1,12,13,-4,13,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,-5,-5
5496,2,3,1981,16,1,-3,1,-3,14,-4,14,4,17,18,19,21,21,22,23,24,25,26,27,28,29,30,32,34
5497,1,12,1981,15,1,40300,1,10,12,10,12,4,16,17,19,20,21,21,23,24,25,25,26,27,29,29,32,34
5498,2,12,1981,15,1,-3,1,12,12,12,12,4,17,18,19,20,21,22,22,23,25,25,26,27,29,29,32,34
5499,1,3,1984,13,1,-3,1,-3,12,12,12,4,14,15,17,18,18,19,20,21,22,23,24,25,26,27,29,31
5500,1,3,1984,13,1,57000,1,12,16,12,16,4,14,15,16,18,18,19,20,21,22,24,24,-5,26,27,30,31
5501,2,10,1982,14,1,12000,1,10,10,-4,10,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
5502,1,5,1981,15,1,11500,1,9,12,9,12,4,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
5503,2,4,1982,14,1,11500,1,9,12,9,12,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
5504,2,5,1984,12,1,11500,1,9,12,9,12,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
5505,2,10,1981,15,1,65300,1,12,12,12,12,4,17,18,19,20,21,22,23,24,25,26,27,28,28,30,32,34
5506,2,6,1980,16,1,27854,1,12,12,12,12,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
5507,2,6,1982,14,-4,-4,1,12,12,12,12,4,16,17,18,19,-5,-5,-5,-5,24,25,26,27,28,29,31,33
5508,2,10,1983,13,-4,-4,1,12,12,12,12,4,15,16,17,18,19,20,21,22,23,23,25,25,27,27,30,32
5509,1,5,1980,16,1,45100,1,13,12,13,12,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
5510,1,8,1984,12,1,45100,1,13,12,13,12,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,-5,31
5511,1,1,1982,15,1,47808,1,12,13,12,13,4,16,17,19,20,21,22,22,24,25,25,26,27,28,29,31,33
5512,1,4,1980,16,1,32307,1,12,15,12,15,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
5513,2,9,1982,14,1,46000,1,10,12,10,12,4,16,17,-5,19,20,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5514,2,7,1984,12,1,46000,1,10,12,10,12,4,14,15,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5515,1,7,1982,14,1,24200,1,12,12,12,12,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
5516,1,10,1983,13,1,21100,1,6,9,6,9,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5517,1,12,1980,16,1,24520,1,10,11,4,11,4,17,18,20,21,21,23,23,24,25,26,27,28,29,30,33,34
5518,1,12,1980,16,1,24520,1,10,11,4,11,4,17,18,20,21,21,22,23,24,25,26,27,28,29,30,33,34
5519,1,11,1984,12,1,24520,1,11,11,4,11,4,14,15,16,17,18,19,-5,21,22,23,23,24,26,26,29,31
5520,1,8,1983,13,1,15400,1,-3,12,-4,12,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5521,1,3,1984,13,1,7200,1,-3,10,9,10,2,15,15,17,17,18,19,20,21,22,23,24,25,26,27,29,31
5522,1,3,1980,17,1,3500,1,11,12,-4,12,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
5523,1,8,1983,13,1,3500,1,11,12,-4,12,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5524,1,11,1984,12,1,59000,1,-3,12,12,12,4,14,15,16,17,18,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5525,1,6,1983,13,1,16500,1,12,12,-4,12,4,15,16,17,18,19,20,21,22,23,24,25,26,27,-5,30,32
5526,2,9,1984,12,1,16500,1,12,12,-4,12,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
5527,2,11,1982,14,1,-3,1,-3,9,-4,9,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5528,2,2,1980,17,1,37200,1,12,12,-4,12,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
5529,1,3,1984,13,1,37200,1,12,12,-4,12,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
5530,2,3,1984,13,1,21010,1,14,10,14,10,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
5531,2,1,1980,17,1,32500,1,12,12,12,12,4,18,20,21,22,23,24,25,26,27,27,28,29,30,31,34,36
5532,1,11,1982,14,1,32500,1,12,12,12,12,4,15,17,18,19,20,20,22,23,24,24,25,27,28,28,31,33
5533,1,7,1984,12,1,246474,1,16,14,-4,14,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
5534,2,5,1984,12,1,21000,1,12,12,-4,12,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
5535,2,7,1984,12,1,18000,1,10,12,10,12,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
5536,1,2,1982,15,1,14170,1,16,12,16,-4,2,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
5537,1,10,1983,13,1,14170,1,16,12,16,-4,2,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5538,1,3,1982,15,1,56220,1,12,12,-4,12,4,16,17,19,19,20,21,22,-5,-5,25,-5,-5,28,-5,-5,34
5539,1,11,1984,12,1,62000,1,18,12,18,12,4,14,15,16,17,18,19,20,21,21,22,24,24,25,26,29,30
5540,2,12,1983,13,1,40200,1,12,17,12,17,4,14,15,17,18,19,20,20,21,22,23,24,25,26,27,30,31
5541,1,7,1980,16,1,66730,1,16,12,16,12,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
5542,1,7,1984,12,1,66730,1,16,12,16,12,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
5543,2,9,1981,15,1,50000,1,12,14,12,14,4,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
5544,2,12,1983,13,1,58000,1,18,13,18,13,4,15,16,17,18,19,20,21,21,22,23,24,25,26,27,30,31
5545,1,11,1983,13,1,41750,1,16,12,12,12,4,15,16,17,18,19,20,21,22,23,23,24,25,26,27,30,32
5546,1,9,1984,12,1,87600,1,14,12,14,12,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
5547,1,12,1980,16,1,33371,1,10,12,10,12,4,18,18,20,21,22,22,23,24,25,26,27,28,-5,-5,-5,-5
5548,2,1,1981,16,1,42500,1,11,10,11,10,4,17,19,20,21,21,22,24,24,25,26,28,28,29,30,32,34
5549,1,3,1982,14,1,42500,1,11,10,11,10,4,16,17,18,19,20,21,23,23,24,25,26,27,28,29,31,33
5550,1,7,1983,13,1,42500,1,11,10,11,10,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,-5,-5
5551,2,9,1981,15,1,55100,1,-3,-3,-4,-4,4,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
5552,1,5,1983,13,1,55100,1,-3,-3,-4,-4,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5553,1,5,1983,13,1,55100,1,-3,-3,-4,-4,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5554,1,4,1984,12,1,1560,1,12,12,-4,-4,1,14,15,16,17,19,19,20,21,22,23,24,25,26,27,29,31
5555,1,3,1980,16,1,-3,1,-3,13,-4,13,4,18,19,20,21,22,23,24,25,26,27,28,29,30,-5,-5,-5
5556,1,7,1981,15,1,-3,1,-3,13,-4,13,4,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
5557,1,2,1980,17,1,26500,1,-4,12,-3,12,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
5558,2,12,1980,16,1,-3,1,13,12,13,12,1,17,19,20,21,22,22,24,25,26,26,28,28,29,30,33,35
5560,2,9,1981,15,1,-3,1,12,16,12,16,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
5561,1,11,1981,15,1,7500,1,-4,-3,-4,-3,4,17,18,19,20,-5,-5,23,24,25,-5,-5,-5,29,-5,32,-5
5562,2,2,1983,14,1,37500,1,20,16,20,-4,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,33
5563,2,1,1981,16,1,0,1,-4,11,-4,11,4,17,18,20,21,21,22,23,24,25,26,27,28,29,30,32,34
5564,2,5,1982,14,1,0,1,-4,11,-4,11,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
5565,2,8,1983,13,1,0,1,-4,11,-4,11,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5566,1,8,1984,13,1,74000,1,12,-3,12,13,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
5567,2,8,1983,13,1,15000,1,-3,12,-4,12,1,15,16,17,18,19,20,21,22,23,24,25,26,-5,-5,-5,-5
5568,1,2,1983,14,1,46000,1,12,12,12,12,1,15,16,17,18,19,20,21,23,23,24,25,26,27,28,30,32
5569,1,5,1982,14,1,-3,1,-3,12,-4,-4,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
5570,2,8,1983,13,1,36200,1,-3,18,-4,18,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5571,2,11,1981,15,1,47300,1,16,20,-4,20,4,17,18,19,19,20,21,22,24,24,25,26,27,28,29,32,34
5572,2,3,1982,14,-4,-4,1,7,-3,-4,-3,1,16,17,18,19,-5,-5,22,23,24,25,26,27,28,29,31,33
5573,2,7,1980,16,1,48600,1,-3,12,-3,12,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
5574,1,3,1983,13,1,48600,1,-3,12,-3,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5575,2,3,1983,13,1,48600,1,-3,12,-3,12,1,15,16,17,18,19,20,21,23,23,24,25,26,27,28,30,33
5576,2,12,1983,13,-4,-4,1,12,13,12,13,1,14,16,16,17,19,19,21,22,23,23,25,25,26,27,30,31
5577,1,7,1984,12,1,0,1,12,12,-4,12,1,14,15,16,17,18,19,-5,-5,22,23,24,25,26,27,29,31
5578,2,1,1984,13,1,68000,1,-3,14,-3,14,1,14,15,16,17,19,19,20,22,22,23,24,25,26,27,29,31
5579,1,11,1982,14,1,-3,1,12,14,12,14,4,16,17,18,19,20,21,22,23,24,24,26,-5,-5,-5,-5,-5
5580,2,4,1982,15,1,8916,1,8,8,8,8,4,16,17,18,19,20,22,22,23,24,25,26,27,28,29,31,33
5581,1,2,1981,16,1,-3,1,12,13,12,13,4,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
5582,1,8,1984,12,1,16724,1,-4,11,-4,11,4,14,15,16,-5,18,-5,20,21,22,23,24,25,26,27,29,-5
5583,2,7,1981,15,1,8500,1,-3,12,-3,12,4,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
5584,2,11,1982,14,1,8500,1,-3,12,-3,12,4,16,17,18,19,20,21,22,23,24,24,26,26,28,28,31,33
5585,2,8,1981,15,1,32008,1,12,10,12,10,4,17,18,19,20,21,22,23,24,25,-5,-5,28,29,30,-5,34
5586,1,6,1982,14,1,-3,1,9,7,9,7,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
5587,2,2,1982,15,1,10000,1,4,10,4,12,4,16,17,19,-5,-5,22,22,23,24,25,26,27,28,29,32,34
5588,1,7,1980,16,1,-3,1,12,12,12,12,4,18,19,20,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,35
5589,2,6,1983,13,1,-3,1,16,17,16,17,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5590,2,6,1980,16,1,-3,1,-4,12,-4,9,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
5591,1,2,1984,13,1,30000,1,8,14,8,14,1,14,15,16,17,18,19,20,21,23,23,24,25,26,27,30,31
5592,1,10,1980,16,1,25500,1,12,12,12,12,1,18,19,20,-5,-5,23,24,25,-5,27,28,29,30,31,33,35
5593,1,11,1982,14,1,-3,1,12,7,-4,7,1,16,17,18,19,20,21,22,23,24,25,26,26,28,28,31,33
5594,2,2,1984,13,1,11000,1,6,9,6,9,4,14,15,16,17,18,19,20,22,23,23,24,25,26,27,29,31
5595,1,9,1980,16,1,-3,1,14,12,14,12,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
5596,1,9,1983,13,-4,-4,1,12,13,-4,13,1,15,16,17,18,19,20,21,22,23,24,25,25,27,27,30,32
5597,2,4,1980,17,1,-3,1,-3,12,-4,-4,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
5598,1,3,1981,16,1,-3,1,-3,12,-4,-4,1,17,18,20,20,21,22,23,24,25,26,27,28,29,30,32,34
5599,1,4,1983,14,1,10002,1,12,12,-4,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5600,1,5,1984,13,1,10002,1,12,12,-4,12,1,14,15,16,17,18,19,20,-5,22,23,24,25,26,27,29,31
5601,2,10,1980,16,1,37500,1,12,12,-4,-4,1,18,19,20,21,22,23,24,25,26,27,28,28,30,31,33,35
5602,1,11,1980,16,1,47000,1,12,12,12,12,1,17,19,20,21,22,23,24,25,26,26,27,28,30,30,33,34
5603,2,2,1980,17,1,3000,1,-3,11,-4,11,1,18,19,20,21,22,23,25,25,26,28,28,29,30,31,33,35
5604,1,8,1983,13,1,40000,1,12,12,12,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5605,1,12,1984,12,1,-3,1,16,18,-4,18,1,13,15,15,16,18,19,20,20,21,22,23,25,26,26,29,-5
5606,2,9,1983,13,1,16200,1,9,10,9,10,4,15,16,17,18,19,20,21,22,23,24,25,25,27,28,30,32
5607,1,12,1984,12,1,31500,1,12,12,12,12,1,13,15,16,16,18,18,19,21,22,22,23,24,25,26,29,30
5608,2,8,1981,15,1,18400,1,-3,12,-4,12,1,-5,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
5609,1,12,1981,15,1,39000,1,11,13,11,13,1,16,18,19,20,21,22,22,24,25,26,27,27,-5,-5,32,33
5610,2,9,1983,13,1,32000,1,12,16,-4,16,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5611,1,5,1981,15,1,-3,1,7,12,-4,-4,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
5612,1,11,1982,14,1,-3,1,7,12,-4,-4,1,16,17,18,19,20,21,22,23,24,24,26,26,28,28,31,33
5613,2,11,1981,15,1,38200,1,10,12,12,12,1,16,18,19,19,21,22,23,24,24,25,26,27,29,29,32,33
5614,1,12,1982,14,1,246474,1,16,16,16,16,4,15,16,18,19,20,21,21,23,23,24,25,26,28,28,31,32
5615,2,2,1981,14,1,-3,1,12,18,12,18,4,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
5616,2,8,1983,13,1,32799,1,18,17,-4,17,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
5617,1,1,1984,13,1,51100,1,12,12,12,12,4,14,15,17,17,18,19,20,21,23,23,25,25,27,27,29,32
5618,2,7,1980,16,1,17180,1,16,18,9,18,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
5619,1,4,1980,17,1,-3,1,12,12,12,12,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5620,2,9,1983,13,1,-3,1,12,12,-4,12,4,15,16,17,18,19,20,21,22,23,24,-5,-5,-5,-5,30,32
5621,2,8,1984,12,1,28223,1,6,11,6,11,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
5622,2,6,1984,12,1,-3,1,12,12,12,12,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
5623,2,3,1982,15,1,18800,1,-3,12,-4,12,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
5624,2,11,1980,16,1,-3,1,12,16,12,16,1,18,19,20,21,22,23,24,25,26,27,-5,29,30,30,33,35
5625,2,4,1981,16,1,12000,1,-3,12,-4,12,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
5626,1,5,1984,12,1,12000,1,-3,12,-4,12,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,32
5627,1,12,1981,15,-4,-4,1,-4,12,-4,12,1,17,18,19,20,20,22,23,24,25,25,-5,-5,29,29,31,34
5628,2,8,1982,14,1,7600,1,12,14,-4,14,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
